CustomerID,ChurnStatus,LastLoginDate,LoginFrequency,ServiceUsage,AmountSpent,ProductCategory,ResolutionStatus,Recency
834,0,2023-11-21,45,Mobile App,1521.86,Books,Unresolved,526
835,0,2023-07-21,1,Mobile App,825.2,Furniture,Resolved,649
836,1,2023-06-06,47,Mobile App,1130.44,Electronics,Resolved,694
837,0,2023-08-26,13,Website,1600.01,Clothing,None,613
838,0,2023-01-03,16,Online Banking,1729.93,Books,Neutral,848
839,0,2023-06-28,29,Mobile App,1182.6,Electronics,None,672
840,0,2023-06-24,39,Mobile App,997.83,Groceries,Resolved,676
841,1,2023-08-04,29,Website,1829.46,Furniture,Unresolved,635
842,0,2023-03-29,12,Mobile App,2806.69,Groceries,Resolved,763
843,0,2023-02-07,31,Website,1069.53,Books,Resolved,813
844,0,2023-10-31,20,Mobile App,1505.23,Clothing,None,547
845,0,2023-02-18,35,Online Banking,2238.86,Books,None,802
846,0,2023-09-19,41,Mobile App,1667.48,Furniture,None,589
847,0,2023-11-22,28,Online Banking,1672.93,Groceries,Resolved,525
848,1,2023-01-03,35,Mobile App,690.16,Electronics,Neutral,848
849,0,2023-01-20,29,Website,830.54,Furniture,Neutral,831
850,1,2023-08-20,44,Mobile App,38.12,Books,None,619
851,0,2023-01-29,39,Online Banking,580.18,Electronics,Resolved,822
852,0,2023-09-23,29,Mobile App,569.13,Books,Unresolved,585
853,0,2023-12-01,34,Website,1178.95,Books,Unresolved,516
854,0,2023-07-12,10,Mobile App,47.85,Furniture,Neutral,658
855,0,2023-09-25,37,Online Banking,2656.16,Books,Neutral,583
856,0,2023-05-18,48,Website,524.36,Books,None,713
857,1,2023-07-10,7,Mobile App,379.0,Furniture,Resolved,660
858,0,2023-08-08,9,Website,224.33,Clothing,Resolved,631
859,0,2023-07-24,16,Website,2320.9,Clothing,None,646
860,0,2023-05-27,21,Mobile App,410.36,Books,Neutral,704
861,0,2023-05-16,14,Website,258.79,Books,Resolved,715
862,0,2023-03-07,2,Online Banking,1581.13,Furniture,None,785
863,0,2023-10-14,26,Online Banking,1031.04,Clothing,Neutral,564
864,0,2023-03-20,34,Website,1537.15,Books,None,772
865,0,2023-06-10,47,Mobile App,2739.69,Clothing,Unresolved,690
866,0,2023-12-26,49,Website,440.09,Groceries,None,491
867,0,2023-12-20,18,Website,985.19,Books,None,497
868,0,2023-07-22,12,Website,1858.01,Books,None,648
869,1,2023-12-15,19,Online Banking,1708.06,Groceries,Neutral,502
870,0,2023-01-18,36,Website,358.81,Furniture,Unresolved,833
871,0,2023-09-16,38,Online Banking,1268.83,Clothing,Neutral,592
872,0,2023-04-30,16,Website,2710.07,Electronics,None,731
873,0,2023-10-20,46,Website,868.72,Clothing,None,558
874,0,2023-12-29,8,Mobile App,488.21,Electronics,Resolved,488
875,0,2023-12-02,9,Website,2066.71,Clothing,None,515
876,0,2023-09-20,4,Online Banking,1940.62,Groceries,Resolved,588
877,0,2023-05-31,36,Website,2189.55,Electronics,None,700
878,0,2023-08-05,47,Website,2181.62,Clothing,None,634
879,0,2023-07-11,38,Online Banking,328.09,Electronics,Resolved,659
880,0,2023-11-10,49,Online Banking,1311.23,Electronics,Resolved,537
881,0,2023-04-01,49,Website,189.28,Books,Neutral,760
882,0,2023-09-10,45,Website,745.26,Clothing,None,598
883,0,2023-10-15,4,Website,776.71,Electronics,Unresolved,563
884,0,2023-10-05,8,Online Banking,2069.03,Clothing,Unresolved,573
885,0,2023-01-09,43,Mobile App,2431.03,Electronics,Neutral,842
886,0,2023-08-21,7,Mobile App,2197.83,Books,Resolved,618
887,0,2023-03-11,3,Website,812.28,Books,Neutral,781
888,0,2023-09-04,1,Online Banking,436.94,Clothing,Unresolved,604
889,0,2023-01-26,4,Mobile App,306.88,Books,None,825
890,0,2023-03-01,1,Mobile App,369.47,Books,Resolved,791
891,0,2023-03-15,46,Website,1602.17,Clothing,Unresolved,777
892,0,2023-01-16,42,Mobile App,183.21,Groceries,Unresolved,835
893,0,2023-10-14,38,Mobile App,3026.91,Books,Neutral,564
894,0,2023-08-21,37,Mobile App,983.26,Books,Neutral,618
895,0,2023-09-26,12,Mobile App,1649.08,Books,None,582
896,0,2023-11-22,42,Online Banking,1403.03,Clothing,Resolved,525
897,0,2023-08-21,10,Mobile App,2125.28,Books,Unresolved,618
898,0,2023-01-09,47,Online Banking,2794.0,Clothing,Unresolved,842
899,1,2023-12-16,1,Website,38.78,Furniture,Unresolved,501
900,0,2023-03-23,2,Online Banking,353.54,Clothing,Resolved,769
901,0,2023-01-14,12,Website,517.94,Electronics,None,837
902,0,2023-09-17,39,Online Banking,1040.2,Books,Neutral,591
903,1,2023-06-22,48,Mobile App,762.78,Books,Resolved,678
904,0,2023-11-24,36,Mobile App,1684.39,Clothing,Resolved,523
905,0,2023-11-27,7,Online Banking,1222.55,Books,Unresolved,520
906,1,2023-04-03,38,Website,1235.8,Clothing,None,758
907,0,2023-06-07,25,Website,54.82,Books,None,693
908,0,2023-12-06,3,Website,1865.09,Electronics,Neutral,511
909,0,2023-02-02,27,Online Banking,718.24,Electronics,None,818
910,0,2023-08-16,24,Online Banking,797.14,Books,None,623
911,0,2023-02-27,27,Mobile App,1058.9,Groceries,None,793
912,0,2023-07-30,6,Mobile App,1915.01,Electronics,Unresolved,640
913,0,2023-09-17,25,Mobile App,267.44,Electronics,Resolved,591
914,0,2023-07-31,43,Website,1722.8,Books,Neutral,639
915,0,2023-06-22,31,Online Banking,1786.6,Books,None,678
916,0,2023-08-31,44,Mobile App,1176.86,Books,None,608
917,0,2023-05-10,9,Mobile App,1799.36,Books,Resolved,721
918,1,2023-10-11,39,Mobile App,1140.82,Clothing,None,567
919,1,2023-12-14,29,Website,1547.47,Books,None,503
920,0,2023-10-08,14,Mobile App,2059.02,Electronics,Unresolved,570
921,0,2023-11-05,36,Online Banking,1778.2,Furniture,Unresolved,542
922,0,2023-08-10,29,Website,1135.0,Clothing,Unresolved,629
923,0,2023-02-10,43,Website,2462.85,Clothing,Unresolved,810
924,1,2023-03-25,41,Website,760.13,Clothing,Unresolved,767
925,1,2023-01-20,38,Mobile App,1930.41,Clothing,None,831
926,1,2023-05-03,22,Online Banking,157.62,Groceries,None,728
927,1,2023-06-06,12,Mobile App,1462.34,Electronics,None,694
928,0,2023-05-21,40,Website,2584.66,Electronics,Neutral,710
929,0,2023-02-16,49,Online Banking,358.27,Groceries,None,804
930,0,2023-08-10,26,Website,809.61,Groceries,None,629
931,0,2023-03-10,46,Mobile App,1985.28,Clothing,Unresolved,782
932,0,2023-06-05,28,Online Banking,350.46,Electronics,Resolved,695
933,0,2023-04-29,21,Website,74.06,Furniture,Neutral,732
934,0,2023-11-14,27,Mobile App,282.29,Furniture,Resolved,533
935,1,2023-10-28,33,Website,939.39,Furniture,Resolved,550
936,0,2023-07-28,29,Mobile App,2591.57,Clothing,None,642
937,1,2023-03-30,24,Mobile App,1842.66,Groceries,Neutral,762
938,0,2023-06-19,32,Website,695.93,Books,Unresolved,681
939,0,2023-11-22,6,Website,394.48,Furniture,None,525
940,0,2023-04-04,27,Mobile App,1536.43,Books,Neutral,757
941,0,2023-09-22,16,Website,1440.83,Clothing,None,586
942,0,2023-06-13,36,Online Banking,1539.42,Books,None,687
943,0,2023-03-19,47,Website,398.92,Furniture,Resolved,773
944,0,2023-06-04,30,Website,1280.1,Books,Neutral,696
945,0,2023-07-20,15,Website,541.2,Electronics,None,650
946,0,2023-11-13,8,Mobile App,451.82,Books,None,534
947,1,2023-05-06,31,Website,589.06,Clothing,Unresolved,725
948,1,2023-02-12,9,Mobile App,1416.12,Electronics,None,808
949,0,2023-06-12,42,Online Banking,956.3,Books,None,688
950,0,2023-04-22,21,Online Banking,1085.17,Electronics,None,739
951,0,2023-11-08,39,Online Banking,1494.92,Electronics,Neutral,539
952,0,2023-03-20,39,Website,344.33,Clothing,Unresolved,772
953,0,2023-10-21,43,Website,2580.58,Electronics,Neutral,557
954,0,2023-07-20,20,Online Banking,2009.32,Books,None,650
955,0,2023-12-08,26,Website,1453.74,Electronics,Neutral,509
956,0,2023-10-20,38,Online Banking,858.04,Clothing,None,558
957,0,2023-06-01,43,Mobile App,32.8,Groceries,None,699
958,0,2023-05-21,14,Online Banking,972.8,Clothing,Unresolved,710
959,0,2023-11-17,48,Online Banking,285.35,Groceries,None,530
960,0,2023-02-10,41,Online Banking,1553.52,Groceries,Unresolved,810
961,0,2023-05-01,21,Mobile App,964.33,Clothing,Neutral,730
962,1,2023-04-04,19,Online Banking,1021.08,Clothing,Unresolved,757
963,0,2023-09-17,14,Online Banking,660.33,Electronics,Resolved,591
964,0,2023-03-13,9,Online Banking,2348.82,Books,Neutral,779
965,1,2023-07-11,42,Mobile App,213.98,Electronics,Unresolved,659
966,1,2023-05-16,4,Mobile App,2097.75,Groceries,None,715
967,0,2023-04-28,23,Online Banking,230.71,Books,None,733
968,0,2023-01-17,22,Online Banking,344.12,Furniture,Resolved,834
969,0,2023-04-25,20,Online Banking,1296.96,Books,Unresolved,736
970,1,2023-03-22,19,Website,748.68,Electronics,Unresolved,770
971,1,2023-10-17,19,Mobile App,283.95,Books,None,561
972,0,2023-10-26,23,Mobile App,1105.44,Electronics,None,552
973,0,2023-10-18,31,Website,56.53,Clothing,None,560
974,0,2023-09-12,46,Mobile App,1789.81,Furniture,None,596
975,1,2023-09-14,19,Mobile App,1892.18,Furniture,None,594
976,0,2023-02-17,44,Online Banking,557.62,Clothing,None,803
977,0,2023-02-08,20,Online Banking,772.34,Furniture,Resolved,812
978,0,2023-09-14,26,Mobile App,1465.5,Clothing,Unresolved,594
979,1,2023-05-18,6,Website,1711.28,Books,Resolved,713
980,0,2023-05-04,28,Online Banking,2079.5,Electronics,Unresolved,727
981,0,2023-09-23,41,Website,285.43,Clothing,None,585
982,1,2023-06-20,4,Mobile App,913.21,Furniture,Resolved,680
983,0,2023-05-09,49,Mobile App,1395.3,Groceries,Neutral,722
984,0,2023-05-01,44,Website,1127.04,Electronics,Resolved,730
985,0,2023-03-04,9,Website,1752.58,Books,Neutral,788
986,0,2023-11-08,49,Online Banking,1392.61,Clothing,Resolved,539
987,1,2023-06-08,14,Mobile App,1683.65,Books,None,692
988,0,2023-02-14,31,Website,2543.12,Clothing,Unresolved,806
989,1,2023-07-26,29,Website,1530.42,Clothing,Unresolved,644
990,1,2023-06-07,49,Mobile App,483.5,Clothing,Neutral,693
991,0,2023-09-17,22,Website,801.36,Groceries,None,591
992,0,2023-03-26,9,Website,311.62,Electronics,Unresolved,766
993,0,2023-12-27,11,Website,81.64,Clothing,None,490
994,0,2023-07-23,25,Mobile App,1801.34,Groceries,Unresolved,647
995,1,2023-07-31,34,Website,1020.0,Clothing,Resolved,639
996,0,2023-01-29,38,Mobile App,227.25,Books,None,822
997,0,2023-04-01,5,Mobile App,419.82,Electronics,None,760
998,0,2023-07-10,47,Website,252.15,Books,None,660
999,0,2023-01-08,23,Website,2393.26,Furniture,None,843
1000,0,2023-08-13,22,Mobile App,1670.79,Books,None,626
